県,学校コード,学校名,学科,募集人員,出願者数,倍率,区分,公表日,出典URL,確認日,前年度倍率,前年度差
千葉県,D112210000609,千葉県立佐倉西高等学校,普通科,160,150,0.94,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.05,-0.11
千葉県,D112210001038,千葉県立八街高等学校,総合学科,120,116,0.97,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.03,-0.06
千葉県,D112210000985,千葉県立四街道高等学校,普通科,320,379,1.18,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.26,-0.08
千葉県,D112210000994,千葉県立四街道北高等学校,普通科,240,269,1.12,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.24,-0.12
千葉県,D112210000501,千葉県立佐原高等学校,普通科,240,223,0.93,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.04,-0.11
千葉県,D112210000501,千葉県立佐原高等学校,理数科,40,20,0.5,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.43,0.07
千葉県,D112210000510,千葉県立佐原白楊高等学校,普通科,200,204,1.02,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.04,-0.02
千葉県,D112210001083,千葉県立小見川高等学校,普通科,160,147,0.92,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.82,0.1
千葉県,D112210001092,千葉県立多古高等学校,普通科,80,38,0.48,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.59,-0.11
千葉県,D112210001092,千葉県立多古高等学校,園芸科,40,17,0.43,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.55,-0.12
千葉県,D112210000217,千葉県立銚子高等学校,普通科,120,132,1.1,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.95,0.15
千葉県,D112210000226,千葉県立銚子商業高等学校,商業科・情報処理科,160,151,0.94,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.92,0.02
千葉県,D112210000226,千葉県立銚子商業高等学校,海洋科,40,12,0.3,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.4,-0.1
千葉県,D112210000654,千葉県立旭農業高等学校,畜産科,40,16,0.4,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.4,0
千葉県,D112210000654,千葉県立旭農業高等学校,園芸科,40,17,0.43,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.58,-0.15
千葉県,D112210000654,千葉県立旭農業高等学校,食品科学科,40,30,0.75,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.78,-0.03
千葉県,D112210000663,千葉県立東総工業高等学校,電子機械科,40,35,0.88,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.13,-0.25
千葉県,D112210000663,千葉県立東総工業高等学校,電気科,40,25,0.63,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.78,-0.15
千葉県,D112210000663,千葉県立東総工業高等学校,情報技術科,40,38,0.95,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.58,0.37
千葉県,D112210000663,千葉県立東総工業高等学校,建設科,40,33,0.83,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.13,-0.3
千葉県,D112210000645,千葉県立匝瑳高等学校,総合学科,240,207,0.86,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.88,-0.02
千葉県,D112210001127,千葉県立松尾高等学校,普通科,120,106,0.88,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.95,-0.07
千葉県,D112210001118,千葉県立成東高等学校,普通科・理数科,240,238,0.99,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.1,-0.11
千葉県,D112210000627,千葉県立東金高等学校,普通科,160,182,1.14,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.06,0.08
千葉県,D112210000627,千葉県立東金高等学校,国際教養科,40,34,0.85,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.03,-0.18
千葉県,D112210000636,千葉県立東金商業高等学校,商業科・情報処理科,120,99,0.83,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.88,-0.05
千葉県,D112210001136,千葉県立大網高等学校,普通科,40,27,0.68,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.9,-0.22
千葉県,D112210001136,千葉県立大網高等学校,農業科,40,39,0.98,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.85,0.13
千葉県,D112210001136,千葉県立大網高等学校,食品科学科,40,38,0.95,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.95,0
千葉県,D112210001136,千葉県立大網高等学校,生物工学科,40,27,0.68,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.65,0.03
千葉県,D112210001109,千葉県立九十九里高等学校,普通科,80,19,0.24,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.22,0.02
千葉県,D112210000529,千葉県立長生高等学校,普通科・理数科,280,357,1.28,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.23,0.05
千葉県,D112210000538,千葉県立茂原高等学校,普通科,160,161,1.01,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.17,-0.16
千葉県,D112210000547,千葉県立茂原樟陽高等学校,農業科,40,39,0.98,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.93,0.05
千葉県,D112210000547,千葉県立茂原樟陽高等学校,食品科学科,40,42,1.05,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.9,0.15
千葉県,D112210000547,千葉県立茂原樟陽高等学校,土木造園科,40,20,0.5,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.88,-0.38
千葉県,D112210000547,千葉県立茂原樟陽高等学校,電子機械科,40,28,0.7,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.8,-0.1
千葉県,D112210000547,千葉県立茂原樟陽高等学校,電気科,40,23,0.58,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.45,0.13
千葉県,D112210000547,千葉県立茂原樟陽高等学校,環境化学科,40,6,0.15,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.48,-0.33
千葉県,D112210001145,千葉県立一宮商業高等学校,商業科・情報処理科,120,107,0.89,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.02,-0.13
千葉県,D112210001154,千葉県立大多喜高等学校,普通科,160,147,0.92,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.83,0.09
千葉県,D112210001163,千葉県立大原高等学校,総合学科,160,94,0.59,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.64,-0.05
千葉県,D112210000887,千葉県立長狭高等学校,普通科,160,95,0.59,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.71,-0.12
千葉県,D112210001172,千葉県立安房拓心高等学校,総合学科,120,96,0.8,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.84,-0.04
千葉県,D112210000388,千葉県立安房高等学校,普通科,240,216,0.9,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.05,-0.15
千葉県,D112210000397,千葉県立館山総合高等学校,工業科,40,10,0.25,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.35,-0.1
千葉県,D112210000397,千葉県立館山総合高等学校,商業科,40,15,0.38,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.33,0.05
千葉県,D112210000397,千葉県立館山総合高等学校,海洋科,40,21,0.53,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.3,0.23
千葉県,D112210000397,千葉県立館山総合高等学校,家政科,40,7,0.18,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.35,-0.17
千葉県,D112210000949,千葉県立天羽高等学校,普通科,120,56,0.47,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.4,0.07
千葉県,D112210000958,千葉県立君津商業高等学校,商業科・情報処理科,160,138,0.86,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.94,-0.08
千葉県,D112210000404,千葉県立木更津高等学校,普通科,280,385,1.38,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.27,0.11
千葉県,D112210000404,千葉県立木更津高等学校,理数科,40,55,1.38,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.55,-0.17
千葉県,D112210000413,千葉県立木更津東高等学校,普通科,120,111,0.93,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.16,-0.23
千葉県,D112210000413,千葉県立木更津東高等学校,家政科,40,42,1.05,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.15,-0.1
千葉県,D112210000930,千葉県立君津高等学校,普通科,240,250,1.04,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.02,0.02
千葉県,D112210000930,千葉県立君津高等学校,園芸科,40,37,0.93,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.05,-0.12
千葉県,D112210000921,千葉県立君津青葉高等学校,総合学科,120,72,0.6,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.64,-0.04
千葉県,D112210001181,千葉県立袖ヶ浦高等学校,普通科,240,293,1.22,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.09,0.13
千葉県,D112210001181,千葉県立袖ヶ浦高等学校,情報コミュニケーション科,40,56,1.4,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.83,0.57
千葉県,D112210000752,千葉県立市原高等学校,普通科,80,42,0.53,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.6,-0.07
千葉県,D112210000752,千葉県立市原高等学校,園芸科,40,11,0.28,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.48,-0.2
千葉県,D112210000761,千葉県立京葉高等学校,普通科,120,121,1.01,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.09,-0.08
千葉県,D112210000770,千葉県立市原緑高等学校,普通科,120,97,0.81,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,0.89,-0.08
千葉県,D112210000789,千葉県立姉崎高等学校,普通科,120,115,0.96,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.38,-0.42
千葉県,D112210000798,千葉県立市原八幡高等学校,普通科,200,199,1,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.11,-0.11
千葉県,D112210001234,千葉市立千葉高等学校,普通科,280,433,1.55,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.5,0.05
千葉県,D112210001234,千葉市立千葉高等学校,理数科,40,70,1.75,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.85,-0.1
千葉県,D112210001289,習志野市立習志野高等学校,普通科,240,241,1,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.05,-0.05
千葉県,D112210001289,習志野市立習志野高等学校,商業科,80,93,1.16,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.11,0.05
千葉県,D112210001261,船橋市立船橋高等学校,普通科,240,294,1.23,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.44,-0.21
千葉県,D112210001261,船橋市立船橋高等学校,商業科,80,122,1.53,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.4,0.13
千葉県,D112210001261,船橋市立船橋高等学校,体育科,80,82,1.03,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.03,0
千葉県,D112210001270,松戸市立松戸高等学校,普通科,280,390,1.39,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.51,-0.12
千葉県,D112210001270,松戸市立松戸高等学校,国際人文科,40,57,1.43,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.08,0.35
千葉県,D112210001298,柏市立柏高等学校,普通科,280,343,1.23,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.02,0.21
千葉県,D112210001298,柏市立柏高等学校,スポーツ科学科,40,42,1.05,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1,0.05
千葉県,D112210001252,銚子市立銚子高等学校,普通科・理数科,240,247,1.03,確定,2026-02-13,https://www.pref.chiba.lg.jp/kyouiku/shidou/nyuushi/koukou/r8/documents/r8kakuteiippan.pdf,2026-07-24,1.05,-0.02
