県,学校コード,学校名,学科,募集人員,出願者数,倍率,区分,公表日,出典URL,確認日,前年度倍率,前年度差
長野県,D120243200010,長野県木曽青峰高等学校,理数,23,0,0,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.05,-0.05
長野県,D120221500013,長野県塩尻志学館高等学校,総合,80,79,0.99,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.85,0.14
長野県,D120221500022,長野県田川高等学校,普通,93,45,0.48,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.54,-0.06
長野県,D120220200072,長野県梓川高等学校,普通,57,14,0.25,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.63,-0.38
長野県,D120220200045,長野県松本工業高等学校,機械,32,31,0.97,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.59,0.38
長野県,D120220200045,長野県松本工業高等学校,電気,16,10,0.63,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.81,-0.18
長野県,D120220200045,長野県松本工業高等学校,電子工業,33,13,0.39,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.34,0.05
長野県,D120220200027,長野県松本県ケ丘高等学校,普通,240,260,1.08,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.15,-0.07
長野県,D120220200027,長野県松本県ケ丘高等学校,自然探究・国際探究（くくり募集）,16,36,2.25,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,2.44,-0.19
長野県,D120220200054,長野県松本美須々ケ丘高等学校,普通,280,240,0.86,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.1,-0.24
長野県,D120220200018,長野県松本深志高等学校,普通,280,309,1.1,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.15,-0.05
長野県,D120220200036,長野県松本蟻ケ崎高等学校,普通,280,355,1.27,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.19,0.08
長野県,D120222000016,長野県明科高等学校,普通,40,7,0.18,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.6,-0.42
長野県,D120222000025,長野県豊科高等学校,普通,200,172,0.86,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.95,-0.09
長野県,D120222000034,長野県南安曇農業高等学校,グリーンサイエンス,16,17,1.06,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.88,0.18
長野県,D120222000034,長野県南安曇農業高等学校,環境クリエイト,16,8,0.5,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.56,-0.06
長野県,D120222000034,長野県南安曇農業高等学校,生物工学,16,8,0.5,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.19,-0.69
長野県,D120222000043,長野県穂高商業高等学校,商業,32,20,0.63,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,,
長野県,D120248100010,長野県池田工業高等学校,工業（機械・電気学・建築学）,44,2,0.05,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.13,-0.08
長野県,D120221200016,長野県大町岳陽高等学校,普通,72,62,0.86,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.63,0.23
長野県,D120221200016,長野県大町岳陽高等学校,学究,31,0,0,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.19,-0.19
長野県,D120248500016,長野県白馬高等学校,普通,29,0,0,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,0.5,-0.5
長野県,D120248500016,長野県白馬高等学校,国際観光,10,12,1.2,確定,2026-03-05,https://www.pref.nagano.lg.jp/kyoiku/koko/saiyo-nyuushi/shiken/ko/r8/documents/20260305web-teisei.pdf,2026-07-25,1.4,-0.2
