prefectureCode,prefectureName,schoolName,area,department,fiscalYear,quota,finalApplicants,finalRate,sourceUrl,docTitle,fetchedAt
chiba,千葉県,泉,,普通科,令和6年度（2024年度）,160,101,0.63,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,幕張総合,,総合学科,令和6年度（2024年度）,680,1039,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,幕張総合,,看護科,令和6年度（2024年度）,40,54,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏井,,普通科,令和6年度（2024年度）,240,278,1.16,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,土気,,普通科,令和6年度（2024年度）,280,276,0.99,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,千葉西,,普通科,令和6年度（2024年度）,320,383,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,犢橋,,普通科,令和6年度（2024年度）,240,274,1.14,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,八千代,,普通科,令和6年度（2024年度）,240,323,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,八千代,,家政科,令和6年度（2024年度）,40,40,1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,八千代,,体育科,令和6年度（2024年度）,40,54,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,八千代東,,普通科,令和6年度（2024年度）,280,268,0.96,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,八千代西,,普通科,令和6年度（2024年度）,200,93,0.47,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,津田沼,,普通科,令和6年度（2024年度）,320,463,1.45,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,実籾,,普通科,令和6年度（2024年度）,320,398,1.24,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋,,普通科,令和6年度（2024年度）,320,641,2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋,,理数科,令和6年度（2024年度）,40,87,2.18,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,薬園台,,普通科,令和6年度（2024年度）,280,423,1.51,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,薬園台,,園芸科,令和6年度（2024年度）,40,49,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋東,,普通科,令和6年度（2024年度）,320,508,1.59,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋啓明,,普通科,令和6年度（2024年度）,320,391,1.22,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋芝山,,普通科,令和6年度（2024年度）,320,501,1.57,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋二和,,普通科,令和6年度（2024年度）,280,286,1.02,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋古和釜,,普通科,令和6年度（2024年度）,240,234,0.98,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋法典,,普通科,令和6年度（2024年度）,240,204,0.85,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋豊富,,普通科,令和6年度（2024年度）,160,63,0.39,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,船橋北,,普通科,令和6年度（2024年度）,200,182,0.91,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川工業,,機械科,令和6年度（2024年度）,80,50,0.63,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川工業,,電気科,令和6年度（2024年度）,80,69,0.86,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川工業,,建築科,令和6年度（2024年度）,40,26,0.65,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川工業,,インテリア科,令和6年度（2024年度）,40,38,0.95,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,国府台,,普通科,令和6年度（2024年度）,320,390,1.22,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,国分,,普通科,令和6年度（2024年度）,320,399,1.25,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,行徳,,普通科,令和6年度（2024年度）,160,87,0.54,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川東,,普通科,令和6年度（2024年度）,320,390,1.22,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川昴,,普通科,令和6年度（2024年度）,320,382,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,市川南,,普通科,令和6年度（2024年度）,280,264,0.94,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,浦安,,普通科,令和6年度（2024年度）,200,183,0.92,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,浦安南,,普通科,令和6年度（2024年度）,160,78,0.49,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,鎌ヶ谷,,普通科,令和6年度（2024年度）,320,459,1.43,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,鎌ヶ谷西,,普通科,令和6年度（2024年度）,200,142,0.71,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸,,普通科,令和6年度（2024年度）,200,228,1.14,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸,,芸術科,令和6年度（2024年度）,40,45,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,小金,,総合学科,令和6年度（2024年度）,320,523,1.63,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸国際,,普通科,令和6年度（2024年度）,200,279,1.4,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸国際,,国際教養科,令和6年度（2024年度）,120,176,1.47,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸六実,,普通科,令和6年度（2024年度）,320,407,1.27,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸向陽,,普通科,令和6年度（2024年度）,200,211,1.06,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸向陽,,福祉教養科,令和6年度（2024年度）,40,35,0.88,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,松戸馬橋,,普通科,令和6年度（2024年度）,320,369,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,東葛飾,,普通科,令和6年度（2024年度）,240,466,1.94,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏,,普通科,令和6年度（2024年度）,280,360,1.29,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏,,理数科,令和6年度（2024年度）,40,65,1.63,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏南,,普通科,令和6年度（2024年度）,360,551,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏陵,,普通科,令和6年度（2024年度）,320,409,1.28,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏の葉,,普通科,令和6年度（2024年度）,240,355,1.48,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏の葉,,情報理数科,令和6年度（2024年度）,40,65,1.63,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,柏中央,,普通科,令和6年度（2024年度）,320,425,1.33,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,沼南,,普通科,令和6年度（2024年度）,160,70,0.44,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,沼南高柳,,普通科,令和6年度（2024年度）,240,219,0.91,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山,,園芸科,令和6年度（2024年度）,120,118,0.98,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山,,商業科・情報処理科,令和6年度（2024年度）,80,77,0.96,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山おおたかの森,,普通科,令和6年度（2024年度）,320,399,1.25,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山おおたかの森,,国際コミュニケーション科,令和6年度（2024年度）,40,61,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山南,,普通科,令和6年度（2024年度）,280,269,0.96,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,流山北,,普通科,令和6年度（2024年度）,240,176,0.73,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,野田中央,,普通科,令和6年度（2024年度）,320,343,1.07,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,清水,,食品科学科,令和6年度（2024年度）,40,40,1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,清水,,機械科・電気科・環境化学科,令和6年度（2024年度）,120,84,0.7,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,関宿,,普通科,令和6年度（2024年度）,120,34,0.28,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,我孫子,,普通科,令和6年度（2024年度）,320,382,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,我孫子東,,普通科,令和6年度（2024年度）,240,136,0.57,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,白井,,普通科,令和6年度（2024年度）,240,314,1.31,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,印旛明誠,,普通科,令和6年度（2024年度）,200,212,1.06,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田西陵,,園芸科,令和6年度（2024年度）,80,38,0.48,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田西陵,,土木造園科,令和6年度（2024年度）,40,17,0.43,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田西陵,,食品科学科,令和6年度（2024年度）,40,38,0.95,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田西陵,,情報処理科,令和6年度（2024年度）,40,40,1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田国際,,普通科,令和6年度（2024年度）,200,308,1.54,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田国際,,国際科,令和6年度（2024年度）,120,175,1.46,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,成田北,,普通科,令和6年度（2024年度）,280,318,1.14,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
chiba,千葉県,下総,,園芸科,令和6年度（2024年度）,40,11,0.28,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2023/koukou/documents/r60216ippan.pdf,千葉県教育委員会 令和6年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開R6完結・全日制のみ収録）,2026-08-08
