prefectureCode,prefectureName,schoolName,area,department,fiscalYear,quota,finalApplicants,finalRate,sourceUrl,docTitle,fetchedAt
chiba,千葉県,千葉,,普通科,令和7年度（2025年度）,240,323,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉女子,,普通科,令和7年度（2025年度）,240,271,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉女子,,家政科,令和7年度（2025年度）,40,50,1.25,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉東,,普通科,令和7年度（2025年度）,320,420,1.31,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉商業,,商業科・情報処理科,令和7年度（2025年度）,320,383,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,京葉工業,,機械科,令和7年度（2025年度）,40,42,1.05,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,京葉工業,,電子工業科,令和7年度（2025年度）,80,74,0.93,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,京葉工業,,設備システム科,令和7年度（2025年度）,40,38,0.95,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,京葉工業,,建設科,令和7年度（2025年度）,40,50,1.25,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉工業,,電子機械科,令和7年度（2025年度）,80,69,0.86,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉工業,,電気科,令和7年度（2025年度）,40,37,0.93,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉工業,,情報技術科,令和7年度（2025年度）,40,27,0.68,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉工業,,工業化学科,令和7年度（2025年度）,40,36,0.9,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉工業,,理数工学科,令和7年度（2025年度）,40,24,0.6,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉南,,普通科,令和7年度（2025年度）,320,360,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,検見川,,普通科,令和7年度（2025年度）,320,403,1.26,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉北,,普通科,令和7年度（2025年度）,280,278,0.99,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,若松,,普通科,令和7年度（2025年度）,320,373,1.17,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千城台,,普通科,令和7年度（2025年度）,320,352,1.1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,生浜,,普通科,令和7年度（2025年度）,80,81,1.01,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,磯辺,,普通科,令和7年度（2025年度）,320,349,1.09,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,泉,,普通科,令和7年度（2025年度）,120,106,0.88,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,幕張総合,,総合学科,令和7年度（2025年度）,640,1058,1.65,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,幕張総合,,看護科,令和7年度（2025年度）,40,57,1.43,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏井,,普通科,令和7年度（2025年度）,200,233,1.17,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,土気,,普通科,令和7年度（2025年度）,240,263,1.1,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,千葉西,,普通科,令和7年度（2025年度）,320,368,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,犢橋,,普通科,令和7年度（2025年度）,200,238,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,八千代,,普通科,令和7年度（2025年度）,240,370,1.54,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,八千代,,家政科,令和7年度（2025年度）,40,46,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,八千代,,体育科,令和7年度（2025年度）,40,46,1.15,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,八千代東,,普通科,令和7年度（2025年度）,280,287,1.03,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,八千代西,,普通科,令和7年度（2025年度）,160,66,0.41,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,津田沼,,普通科,令和7年度（2025年度）,320,439,1.37,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,実籾,,普通科,令和7年度（2025年度）,320,403,1.26,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋,,普通科,令和7年度（2025年度）,320,587,1.83,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋,,理数科,令和7年度（2025年度）,40,66,1.65,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,薬園台,,普通科,令和7年度（2025年度）,280,466,1.66,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,薬園台,,園芸科,令和7年度（2025年度）,40,48,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋東,,普通科,令和7年度（2025年度）,320,507,1.58,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋啓明,,普通科,令和7年度（2025年度）,320,416,1.3,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋芝山,,普通科,令和7年度（2025年度）,320,439,1.37,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋二和,,普通科,令和7年度（2025年度）,280,347,1.24,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋古和釜,,普通科,令和7年度（2025年度）,240,257,1.07,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋法典,,普通科,令和7年度（2025年度）,240,223,0.93,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋豊富,,普通科,令和7年度（2025年度）,120,42,0.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,船橋北,,普通科,令和7年度（2025年度）,200,166,0.83,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川工業,,機械科,令和7年度（2025年度）,80,84,1.05,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川工業,,電気科,令和7年度（2025年度）,80,98,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川工業,,建築科,令和7年度（2025年度）,40,48,1.2,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川工業,,インテリア科,令和7年度（2025年度）,40,53,1.33,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,国府台,,普通科,令和7年度（2025年度）,320,390,1.22,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,国分,,普通科,令和7年度（2025年度）,320,468,1.46,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,行徳,,普通科,令和7年度（2025年度）,160,104,0.65,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川東,,普通科,令和7年度（2025年度）,320,348,1.09,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川昴,,普通科,令和7年度（2025年度）,320,394,1.23,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,市川南,,普通科,令和7年度（2025年度）,280,276,0.99,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,浦安,,普通科,令和7年度（2025年度）,200,207,1.04,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,浦安南,,普通科,令和7年度（2025年度）,120,87,0.73,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,鎌ヶ谷,,普通科,令和7年度（2025年度）,320,490,1.53,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,鎌ヶ谷西,,普通科,令和7年度（2025年度）,200,165,0.83,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸,,普通科,令和7年度（2025年度）,200,224,1.12,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸,,芸術科,令和7年度（2025年度）,40,68,1.7,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,小金,,総合学科,令和7年度（2025年度）,320,508,1.59,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸国際,,普通科,令和7年度（2025年度）,200,249,1.25,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸国際,,国際教養科,令和7年度（2025年度）,120,169,1.41,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸六実,,普通科,令和7年度（2025年度）,320,471,1.47,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸向陽,,普通科,令和7年度（2025年度）,200,227,1.14,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸向陽,,福祉教養科,令和7年度（2025年度）,40,42,1.05,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,松戸馬橋,,普通科,令和7年度（2025年度）,320,391,1.22,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,東葛飾,,普通科,令和7年度（2025年度）,240,492,2.05,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏,,普通科,令和7年度（2025年度）,280,355,1.27,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏,,理数科,令和7年度（2025年度）,40,45,1.13,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏南,,普通科,令和7年度（2025年度）,360,554,1.54,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏陵,,普通科,令和7年度（2025年度）,320,373,1.17,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏の葉,,普通科,令和7年度（2025年度）,280,396,1.41,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏の葉,,情報理数科,令和7年度（2025年度）,40,58,1.45,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,柏中央,,普通科,令和7年度（2025年度）,320,432,1.35,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,沼南,,普通科,令和7年度（2025年度）,160,54,0.34,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,沼南高柳,,普通科,令和7年度（2025年度）,200,211,1.06,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,流山,,園芸科,令和7年度（2025年度）,120,108,0.9,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
chiba,千葉県,流山,,商業科・情報処理科,令和7年度（2025年度）,80,95,1.19,https://www.pref.chiba.lg.jp/kyouiku/shidou/press/2024/koukou/documents/r7kakuippan.pdf,千葉県教育委員会 令和7年度公立高等学校一般入学者選抜等志願者確定数一覧＜その1〜6＞（掛-1・chiba横展開第1弾・全日制完結）,2026-08-07
